"","geneNames","geneIDs","transcriptNames","feature","id","fc","pval","qval","logfc"
"48332",".","MSTRG.29002","MSTRG.29002.27","transcript","48332",2.00790537751275,0.000131754221644464,0.00222103082995704,1.00569128392534
"49478",".","MSTRG.29674","MSTRG.29674.3","transcript","49478",2.11499812087911,0.0226945198528503,0.085475804165269,1.08065638154873
"49481","RSU1","MSTRG.29674","ENST00000377921","transcript","49481",2.2132023687725,0.00243002309650375,0.0167019077353546,1.14613537299897
"49482","RSU1","MSTRG.29674","ENST00000345264","transcript","49482",3.58949528916609,0.000213686757459364,0.00306541363922376,1.84378100421376
"49573","VIM","MSTRG.29734","ENST00000487938","transcript","49573",0.491222812121293,0.00586671446126674,0.0313801601739828,-1.02555053464737
"49859",".","MSTRG.30001","MSTRG.30001.7","transcript","49859",2.33597713843539,0.000321544394535578,0.004029860442052,1.22402615502817
"49866",".","MSTRG.30001","MSTRG.30001.16","transcript","49866",2.44665543173048,0.00830837305799448,0.0406690477173625,1.29081093756915
"49871",".","MSTRG.30001","MSTRG.30001.9","transcript","49871",2.26604401728798,0.00614447174814803,0.0325308762549258,1.18017588538893
"50543",".","MSTRG.30319","MSTRG.30319.2","transcript","50543",2.45347681156826,1.10956098109405e-06,0.000100792256125318,1.29482763619376
"50544","YWHAZP3","MSTRG.30319","ENST00000415292","transcript","50544",2.01351719572173,0.035156139410807,0.11776287293829,1.00971779315605
"50760","ARHGAP21","MSTRG.30520","ENST00000396432","transcript","50760",2.67665472930526,0.000190393178517878,0.00284204465271467,1.42043105289546
"51506","WAC","MSTRG.31045","ENST00000354911","transcript","51506",2.30577258995942,8.77083414563273e-05,0.00168162715559377,1.20525023219346
"51757",".","MSTRG.31226","MSTRG.31226.5","transcript","51757",7.10561867004701,4.71991341599587e-06,0.000255735768856427,2.82896026711076
"51763",".","MSTRG.31225","MSTRG.31225.5","transcript","51763",2.37635339427621,0.0406064898470075,0.130754862068628,1.24874939937858
"52223",".","MSTRG.31475","MSTRG.31475.1","transcript","52223",0.492511878064456,3.15447215015752e-08,9.19693866026401e-06,-1.021769575967
"52228",".","MSTRG.31468","MSTRG.31468.16","transcript","52228",0.483371395687512,1.42415034587451e-06,0.000119445245310291,-1.04879599315495
"52319","ITGB1","MSTRG.31530","ENST00000302278","transcript","52319",3.57548146380398,1.82001648244556e-05,0.00062126191819105,1.83813752403746
"52531",".","MSTRG.31713","MSTRG.31713.32","transcript","52531",2.40182441024572,0.00251673210187642,0.017121321077664,1.26413068404634
"53439",".","MSTRG.32286","MSTRG.32286.1","transcript","53439",0.455525027808371,0.00140087917948983,0.0112117945939143,-1.13439777301573
"54021","ZNF22","MSTRG.32765","ENST00000298299","transcript","54021",2.19208918623585,2.07261765527988e-08,6.6788467664298e-06,1.13230649625586
"55186","RP11-556E13.1","MSTRG.33660","ENST00000448017","transcript","55186",2.85367939163525,0.0016288409897498,0.0125003031384334,1.51282325840166
"57056","REEP3","MSTRG.35172","ENST00000373758","transcript","57056",2.09201828297341,0.00536178743714322,0.0293579679508613,1.06489545992128
"58149","HK1","MSTRG.35880","ENST00000298649","transcript","58149",9.80724826377124,5.72211700244907e-09,2.53871257675324e-06,3.29384839912522
"58408","PRF1","MSTRG.36003","ENST00000373209","transcript","58408",0.292870253333313,8.84082806962283e-10,7.73269341986753e-07,-1.77166642795169
"58593","PSAP","MSTRG.36105","ENST00000394936","transcript","58593",2.83536318885355,4.73308059412147e-11,8.62172753060389e-08,1.50353354546666
"58603","PSAP","MSTRG.36105","ENST00000493143","transcript","58603",2.13738940713952,2.15258218250192e-06,0.00015578486608258,1.09584977396388
"58751","MICU1","MSTRG.36222","ENST00000361114","transcript","58751",2.11892808497104,0.0135611186312572,0.0586945461132018,1.08333462441785
"58951","ANXA7","MSTRG.36253","ENST00000372921","transcript","58951",2.07480322646836,0.0109487342331991,0.0500782311490996,1.05297451831036
"59185","VCL","MSTRG.36403","ENST00000211998","transcript","59185",14.7770301003645,5.90875570438687e-05,0.00130980983619403,3.88528443947194
"59311",".","MSTRG.36443","MSTRG.36443.2","transcript","59311",0.491733847371721,5.87056672500808e-05,0.00130694303132765,-1.02405043170628
"59727","RPS24","MSTRG.36747","ENST00000435275","transcript","59727",0.420055365228641,4.4738754280127e-05,0.00111077654888688,-1.25134860062308
"59735","RPS24","MSTRG.36747","ENST00000360830","transcript","59735",0.480580624275048,5.17735221250426e-06,0.000270930398771612,-1.05714961085112
"60783","GHITM","MSTRG.37564","ENST00000372134","transcript","60783",2.05538575659224,0.0139407569900893,0.0599329207718238,1.03940918558307
"62834",".","MSTRG.39013","MSTRG.39013.35","transcript","62834",2.13159197272227,0.0453167585312602,0.141573826810641,1.09193130523274
"63171",".","MSTRG.39172","MSTRG.39172.1","transcript","63171",2.0382136047481,0.0008945165548635,0.00815237728313079,1.02730525384049
"63557","HPS1","MSTRG.39401","ENST00000325103","transcript","63557",2.71675133822274,3.17976298402911e-07,4.42464019227651e-05,1.44188252303868
"63929","SNORA12","MSTRG.39689","ENST00000391162","transcript","63929",0.308812081366152,2.2560397994198e-11,5.75534553163652e-08,-1.69519889996891
"64155","SFXN3","MSTRG.39801","ENST00000470252","transcript","64155",2.3782596972294,7.01374439444624e-05,0.00146126678976626,1.2499062606884
"64779","USMG5","MSTRG.40125","ENST00000369811","transcript","64779",2.04951147155626,0.000451361941876116,0.00508558819530863,1.03528006506955
"64781","USMG5","MSTRG.40125","ENST00000309579","transcript","64781",2.16023685281941,0.000168903731122771,0.00262336373458214,1.11118950111773
"64937",".","MSTRG.40195","MSTRG.40195.8","transcript","64937",2.7119180306457,0.00101319146718148,0.00891288229449046,1.43931357280755
"65184","YWHAZP5","MSTRG.40404","ENST00000419975","transcript","65184",2.62101794549079,4.53065585048762e-10,4.62323225169925e-07,1.39012723149233
"65867",".","MSTRG.41025","MSTRG.41025.3","transcript","65867",2.65560328073768,0.0111356485378951,0.0506983356172786,1.4090396392822
"65902","XPNPEP1","MSTRG.41025","ENST00000504664","transcript","65902",2.31874388779842,5.81834198110087e-06,0.000290565910387343,1.21334347879888
"65934",".","MSTRG.41044","MSTRG.41044.19","transcript","65934",2.15612286265612,0.0263684768390886,0.0953257181713533,1.10843938972974
"66101","PDCD4","MSTRG.41143","ENST00000280154","transcript","66101",2.17896316407597,0.00469627804256945,0.0267026671094314,1.12364180753499
"66133","SHOC2","MSTRG.41148","ENST00000369452","transcript","66133",2.35756834580896,0.00131818952763552,0.0107352317130902,1.23729959517626
"66751",".","MSTRG.41596","MSTRG.41596.4","transcript","66751",2.63085382658801,2.43274754714307e-05,0.000752259602633239,1.39553109285388
"67237",".","MSTRG.41929","MSTRG.41929.2","transcript","67237",2.09579546681504,0.0115332787139548,0.0520774905749131,1.06749792803477
"67245","RP11-501J20.5","MSTRG.41929","ENST00000425264","transcript","67245",2.02826518126484,1.71157273143319e-06,0.000133664224559602,1.02024628680137
"67655","RGS10","MSTRG.42167","ENST00000392865","transcript","67655",2.01401644809012,0.00143831715642206,0.0113952388999867,1.01007546560942
"67835",".","MSTRG.42275","MSTRG.42275.2","transcript","67835",0.354446863054149,2.82600401246835e-06,0.000183678260793405,-1.49635873301991
"69375",".","MSTRG.43358","MSTRG.43358.5","transcript","69375",3.48797938718187,0.00104879200665053,0.00913938790196208,1.80239151428389
"70308","IFITM2","MSTRG.43904","ENST00000616316","transcript","70308",2.59600681155732,0.00123735475431408,0.0102681325816798,1.37629416877121
"70309","IFITM2","MSTRG.43904","ENST00000399817","transcript","70309",2.43610622215921,0.010604015844665,0.0489476382769495,1.28457704081455
"70312",".","MSTRG.43905","MSTRG.43905.1","transcript","70312",2.32231115824967,0.00814376628903768,0.0400490148443872,1.21556128675503
"70315","IFITM2","MSTRG.43904","ENST00000399815","transcript","70315",2.11058674746545,0.0429027247674036,0.136172225329656,1.07764412688683
"70329","IFITM3","MSTRG.43915","ENST00000399808","transcript","70329",4.51446292876868,4.10915745874263e-11,8.38624248563254e-08,2.1745543650949
"70603",".","MSTRG.43962","MSTRG.43962.7","transcript","70603",4.16219518809727,0.0212995933032613,0.0816177806725168,2.05734462252088
"70604",".","MSTRG.43962","MSTRG.43962.8","transcript","70604",4.00407811024358,0.019072240067417,0.0751523343009187,2.00147011807049
"70681","RPLP2","MSTRG.43990","ENST00000530797","transcript","70681",0.42298268628392,0.000116801262204369,0.00203740002271359,-1.24132948337082
"71674","STIM1","MSTRG.44332","ENST00000300737","transcript","71674",2.52895954633218,1.08849392569388e-05,0.000447276034191499,1.33854395959003
"71686","SNORA7","MSTRG.44334","ENST00000384249","transcript","71686",0.41456740768495,1.91648752645435e-07,3.24140511863795e-05,-1.27032139527452
"71954","HBD","MSTRG.44495","ENST00000380299","transcript","71954",3.40867742184682,3.02571891297454e-06,0.000190293060825077,1.76921207735355
"72190",".","MSTRG.44632","MSTRG.44632.5","transcript","72190",2.0315254136255,8.56816526044746e-05,0.00165487219632857,1.02256341225896
"72338","ILK","MSTRG.44766","ENST00000537806","transcript","72338",2.04261887520592,4.74308827107528e-05,0.00114400741753166,1.03042004198394
"72339","ILK","MSTRG.44766","ENST00000420936","transcript","72339",2.47417057277448,0.00125509035346671,0.0103871535524943,1.3069449651538
"72345",".","MSTRG.44766","MSTRG.44766.10","transcript","72345",2.72376965433036,0.0366622990972614,0.121544613630546,1.44560470165881
"72346",".","MSTRG.44766","MSTRG.44766.11","transcript","72346",2.65045593939031,0.0283683864826787,0.100700535180223,1.40624055775784
"72347","ILK","MSTRG.44766","ENST00000396751","transcript","72347",2.19878690169973,0.000825413961613841,0.00773917231451287,1.13670779029642
"72352","ILK","MSTRG.44766","ENST00000528784","transcript","72352",2.51579659308151,3.4778741753172e-06,0.00020921254351276,1.33101528230646
"72372","TPP1","MSTRG.44768","ENST00000611494","transcript","72372",15.4470226841411,3.0222402358504e-10,3.70079361360354e-07,3.94925688947334
"72825","RPL27A","MSTRG.45017","ENST00000532359","transcript","72825",0.420623611936814,0.00326101559424741,0.0205613725711322,-1.24939825606825
"73338",".","MSTRG.45196","MSTRG.45196.10","transcript","73338",3.04681026735133,0.0253531176450882,0.0926396503305186,1.60729966252063
"73343",".","MSTRG.45194","MSTRG.45194.22","transcript","73343",4.8488303445248,0.0010094483924632,0.00889529177849046,2.27763677623483
"73350","MTRNR2L8","MSTRG.45196","ENST00000536684","transcript","73350",2.44639670979886,0.045531480184416,0.142099623089563,1.29065837150721
"73420","EIF4G2","MSTRG.45327","ENST00000339995","transcript","73420",3.00276130270025,1.48717226231554e-05,0.000547855649413545,1.58628979587489
"73423","EIF4G2","MSTRG.45327","ENST00000396525","transcript","73423",4.09347959432819,0.00119340254408973,0.0100262651316567,2.03332770363054
"73441","EIF4G2","MSTRG.45327","ENST00000532349","transcript","73441",3.8005612004618,1.01877209301993e-06,9.62582409988241e-05,1.92621246627817
"73446","EIF4G2","MSTRG.45327","ENST00000532152","transcript","73446",5.54056791075281,0.000186719068109187,0.00280197589805222,2.47003386075729
"73617","USP47","MSTRG.45357","ENST00000527733","transcript","73617",2.13223008216901,0.00123335942141578,0.0102433076418343,1.09236312313197
"74375",".","MSTRG.45906","MSTRG.45906.8","transcript","74375",4.53950305798734,4.59006371356097e-07,5.80643059765462e-05,2.18253437350352
"74463","RPS13","MSTRG.45913","ENST00000531908","transcript","74463",0.194013813085231,1.8143621716149e-08,6.21128141822247e-06,-2.36576872412371
"74464","RPS13","MSTRG.45913","ENST00000228140","transcript","74464",0.282605993594858,0.00051022858609362,0.00552320640243422,-1.82313603177077
"74465",".","MSTRG.45913","MSTRG.45913.1","transcript","74465",0.480146691488322,0.000713804430009457,0.00695913854008902,-1.05845285832163
"74467","RPS13","MSTRG.45913","ENST00000525634","transcript","74467",0.497691904024003,0.00276436706463135,0.0182461338830443,-1.00667517606496
"75199","HTATIP2","MSTRG.46278","ENST00000443524","transcript","75199",2.69807618257761,0.00163986980632624,0.0125682424175232,1.43193108463727
"75203","HTATIP2","MSTRG.46278","ENST00000532505","transcript","75203",2.6238789744716,0.003280150084222,0.020657320413143,1.39170117767081
"75206","HTATIP2","MSTRG.46278","ENST00000533914","transcript","75206",2.80871696742175,0.000761795114735953,0.00729003871441441,1.48991125234971
"75573",".","MSTRG.46631","MSTRG.46631.3","transcript","75573",3.85718953499418,0.0018638574629195,0.0138222549690782,1.94755003901253
"75576",".","MSTRG.46631","MSTRG.46631.6","transcript","75576",2.29642106986306,0.00449363656718771,0.0258684996714694,1.19938719763504
"75578",".","MSTRG.46631","MSTRG.46631.7","transcript","75578",2.78047097175183,0.000458871615603318,0.00513191328982807,1.47532927541692
"76298","LIN7C","MSTRG.47207","ENST00000278193","transcript","76298",2.09114967108854,0.015157298005094,0.0637026858635287,1.06429632448588
"77520","CAT","MSTRG.48074","ENST00000241052","transcript","77520",2.00195101191076,2.86249559097174e-05,0.000840904575174828,1.00140667160742
"79546","ARHGAP1","MSTRG.49424","ENST00000311956","transcript","79546",2.82004733541463,0.000217940352737589,0.00311040000855749,1.49571937893428
"80047",".","MSTRG.49528","MSTRG.49528.24","transcript","80047",0.486059205261233,3.88930741317406e-05,0.00102549369968248,-1.04079604045034
"81678",".","MSTRG.50780","MSTRG.50780.54","transcript","81678",2.04453773187919,0.000727579322346239,0.00704802739654209,1.03177468800132
"82484","SDHAF2","MSTRG.50955","ENST00000542074","transcript","82484",2.09569817944281,0.00310032539517979,0.0198432492834286,1.06743095620023
"82587","TMEM258","MSTRG.50976","ENST00000541893","transcript","82587",2.15919506210944,0.0176613985963723,0.0709352394687411,1.11049358260359
"82713","FTH1","MSTRG.51006","ENST00000529548","transcript","82713",15.3973021056541,0.0001694819767597,0.0026296765101595,3.9446056808874
"82714",".","MSTRG.51005","MSTRG.51005.19","transcript","82714",2.00845739705992,0.0307703005495421,0.107078687134606,1.00608785958988
"82963","UBXN1","MSTRG.51074","ENST00000525717","transcript","82963",0.441292703312306,0.000602273696121758,0.00620579086481837,-1.18019220205382
"82991",".","MSTRG.51079","MSTRG.51079.14","transcript","82991",3.12937996698979,0.00127240406123552,0.0104822673645326,1.64587684017389
"83117","RNU2-2P","MSTRG.51098","ENST00000410396","transcript","83117",0.471017432340451,0.000326551586919743,0.00406370883348541,-1.08614763996284
"83331","ATL3","MSTRG.51193","ENST00000398868","transcript","83331",2.50285502739046,0.00561754385304702,0.0303887382882715,1.32357472837261
"83350","RTN3","MSTRG.51207","ENST00000537981","transcript","83350",2.01050567622799,0.01107649273294,0.0504966004517486,1.00755840928148
"83486",".","MSTRG.51261","MSTRG.51261.1","transcript","83486",2.55658784239532,0.00286808024615981,0.0187207975641131,1.35421959677037
"83943","ARL2","MSTRG.51378","ENST00000529384","transcript","83943",2.13068288315247,0.0101450277184862,0.0474235029870545,1.09131588784258
"83996",".","MSTRG.51387","MSTRG.51387.1","transcript","83996",0.491380037566221,0.010504817694357,0.0485849802201767,-1.02508884583443
"84169","CAPN1","MSTRG.51433","ENST00000526468","transcript","84169",2.47053056703928,7.60145180757066e-05,0.001538025407701,1.30482090587373
"84172","CAPN1","MSTRG.51433","ENST00000527887","transcript","84172",2.06240023895598,3.60941611843302e-06,0.000213241790791903,1.04432433596725
"84175","CAPN1","MSTRG.51433","ENST00000525013","transcript","84175",3.03499298046704,1.19402612464015e-07,2.39629938962261e-05,1.60169317972409
"84301","MALAT1","MSTRG.51442","ENST00000534336","transcript","84301",0.245570468902584,0.0102680823704762,0.0478234084936764,-2.02579101516212
"84552","CFL1","MSTRG.51494","ENST00000525451","transcript","84552",0.340564278993511,0.0251800677993403,0.0921405499528079,-1.5540009729111
"84608","CTSW","MSTRG.51499","ENST00000307886","transcript","84608",2.16112197323895,0.00518860778970076,0.0286609257066239,1.11178049987951
"84792","RAB1B","MSTRG.51547","ENST00000615245","transcript","84792",3.35476883085268,4.24502655249626e-10,4.48113785695062e-07,1.74621335716383
"85342","PTPRCAP","MSTRG.51717","ENST00000326294","transcript","85342",0.412390454113413,8.57100893381091e-06,0.000377586273259672,-1.2779171568531
"86172","AP000487.5","MSTRG.52204","ENST00000524619","transcript","86172",2.05962293882373,5.49389870062589e-05,0.00125044402172684,1.04238024319467
